Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;24/2/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;;
Latin America & Caribbean (excluding high income);LAC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;20.4;23.3;25.9;30.3;34;38.7;42.1;45.1;47.7;53.3;56.4;59.2;62.6;67.9;73.3;75.3;76.6;79.7;81.4;83.6;;
Lao PDR;LAO;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0.00966;0.0378;0.111044;0.181664;0.267899;0.333912;0.361434;0.850357;116.989;1.64;3.55;6;7;9;107.477;12.5;14.26;18.2;21.87;255.104;36.3;470.323;54;62;627.001;636.255;;;;
Lebanon;LBN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.0716;0.14;1.24;2.72;5.38;795.274;678.322;7;8;9;10.14;15;18.74;22.53;30.14;43.68;52;612.498;70.5;73;74;76.11;781.808;80.9;814.812;820.665;82.656;82.798;834.933;;;;
Liberia;LBR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.00449;0.0041;0.0113;0.0177027;0.0338122;0.0327133;0.0318689;0.0310112;;;0.551377;0.53;2;2.3;2.5;2.6;3.2;5.41;10;15.7;16.3;172.777;183.141;194.126;205.771;218.966;234.979;;;;
Libya;LBY;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0.134;0.187043;0.366533;224.442;281.452;353.284;391.779;430.105;4.722;9;10.8;14;14;15.2;16.5;17.76;;;;;;875.754;885.598;886.412;884.989;;;;
St. Lucia;LCA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.306;0.67;0.992;1.3;1.93;509.048;818.186;146.418;209.825;213.952;215.676;24.5;27.9;30;31;32.5;34;45.865;49.4;53.2;57.3;582.226;591.601;601.126;610.805;62.064;630.633;653.544;700.834;;;;
Latin America & Caribbean;LCN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.6;20.7;23.7;26.4;31;34.6;39.3;43;46.1;48.7;54.4;57.5;60.2;63.5;67.8;73.8;75.8;77.1;80;81.7;83.7;;
Least developed countries: UN classification;LDC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7;1;1.8;2.2;2.6;3.3;4;4.8;6;8.2;10.7;13.8;16.2;19.5;21.2;24.1;26.1;28.2;29.9;31.4;33.7;;
Low income;LIC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1.3;2.5;3;3.7;4.3;4.9;5.4;6;6.9;7.9;10;11.4;13.8;16.4;17.6;19;21.2;22;22.5;23.4;;
Liechtenstein;LIE;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;365.152;451.169;594.707;588.097;640.074;633.714;642.142;650.802;70;75;80;85;894.077;93.8;95.21;966.412;980.939;995.466;;931.461;943.499;955.694;964.528;973.444;;;;
Sri Lanka;LKA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.00277;0.00548;0.0545;0.162;0.296;0.348;0.64741;0.793822;105.042;145.858;144.616;179.205;253.757;3.88;;;;;;;10.5;15.26;22.19;25.1;28.3;32;361.847;444.531;48.3;51.2;;;;
Lower middle income;LMC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;4.4;5.6;6.4;7.5;10.1;12.2;13.6;15.2;17.2;19.5;21.9;24.4;27.2;33.4;42.5;47.4;52.3;55.4;58.9;62.9;;
Low & middle income;LMY;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;LSO;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.00285;0.00558;0.011;0.0538;0.211806;0.26115;108.394;15.325;217.552;258.025;297.971;344.543;3.58;3.72;3.86;7;10;15;22;25;324.539;39;40.8;423.017;436.575;450.567;465.007;47.991;;;;
Late-demographic dividend;LTE;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lithuania;LTU;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.277;0.978;1.97;2.92;642.707;717.936;17.69;25.91;31.23;36.22;43.9;49.9;55.22;59.76;62.12;63.64;67.23;684.529;721.335;713.781;743.766;776.153;797.226;815.819;830.555;869.305;877.242;885.029;;;;
Luxembourg;LUX;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.153;0.302;0.496;1.59;5.55;7.14;11.7;17.4;228.873;361.634;39.84;54.55;65.88;70;72.51;78.92;82.23;87.31;90.62;900.299;919.499;937.765;946.702;963.767;981.367;97.363;970.613;971.206;984.596;986.609;98.242;993.479;987.606;;;
Latvia;LVA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.813;2.05;3.32;4.39;631.906;721.935;21.94;26.98;38.58;46;53.63;59.17;63.41;66.84;68.42;69.75;731.199;752.344;758.261;792.006;798.421;801.141;835.772;861.355;88.898;911.796;910.301;921.879;927.076;;;
Macao SAR; China;MAC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.037;0.28;0.727;2.36;7;9.21;136.086;225.212;251.719;257.421;314.841;348.629;46.4;47.327;49.24;54;55.198;602.037;61.31;65.8;697.809;776.001;81.643;831.741;837.941;864.679;874.623;884.681;879.696;891.806;;;
St. Martin (French part);MAF;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.00371;0.00568;0.0216;0.142;0.176;0.693791;137.144;237.325;335.337;116.079;150.844;197.712;21.5;33.1;41.3;52;461.075;554.161;56;567.746;57.08;582.712;617.622;648.039;841.204;841.204;881.303;89.9;91;;;;
Monaco;MCO;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;421.849;466.461;480.471;494.912;524.902;554.648;61.476;643.777;67.25;70.1;75;80.3;87;90.7;92.4;933.633;952.082;97.053;;833.397;985.709;990.776;991.497;991.497;;;;
Moldova;MDA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.000825;0.00346;0.00464;0.0281;0.261;0.601;128.285;148.781;378.724;740.754;106.294;146.303;196.206;20.45;23.39;27.5;29.68;32.07;34.65;37.44;67;69;71;49.9;50.3;577.605;582.153;74.495;767.412;802.126;;;;
Madagascar;MDG;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.0037;0.0143;0.0626;0.169;0.196395;0.222512;0.33972;0.423252;0.525354;0.567722;0.607552;0.65;1.65;1.63;1.7;1.9;2.3;3;3.7;417.397;471.366;6.4;77.478;937.944;113.547;137.459;185.532;203.671;;;;
Maldives;MDV;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.227;0.309;0.57;1.12;220.387;361.729;534.777;597.659;658.825;686.961;110.364;16.3;23.2;24.8;26.53;34;389.301;44.1;49.28;54.462;59.5;65;70.9;774.697;790.978;819.576;839.119;846.851;;;;
Middle East; North Africa; Afghanistan & Pakistan;MEA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.3;9.6;11.7;14.1;16.1;18.3;20.1;22.4;25.2;28.7;31.8;35;39.7;42.3;46;50.6;54.2;57.8;59.5;61.5;63.7
Mexico;MEX;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.00588;0.0173;0.0283;0.0433;0.103;0.2;0.627;1.27;1.86;508.138;703.802;11.9;12.9;14.1;17.21;19.52;20.81;21.71;26.34;31.05;371.763;39.75;43.46;443.857;57.431;595.404;530.318;566.596;696.321;714.902;756.265;786.322;811.832;;;;
Marshall Islands;MHL;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.0371;;;0.966;153.427;170.661;233.544;256.975;359.978;38.787;379.559;3.95;4.6;5.6;7;10;12.5;14;16.8;192.824;297.878;387.012;438.825;497.575;564.191;639.726;648.023;657.177;;;;
Middle income;MIC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North Macedonia;MKD;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.0407;0.076;0.504;1;1.5;248.557;346.818;17.33;19.07;24.44;26.45;28.62;36.3;46.04;51.77;51.9;56.7;574.499;65.24;680.585;703.802;721.568;745.168;791.678;814.129;814.055;818.737;85.008;871.819;;;;
Mali;MLI;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.00206;0.0101;0.0198;0.0609;0.142546;0.185897;0.227046;0.310364;0.43282;0.507063;0.729627;0.81;1.57;1.8;2;2.2;2.8;3.5;7;10.33;14;18.9;21.4;249.603;29.113;339.565;343.797;350.921;;;;
Malta;MLT;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.225;1.05;3.92;6.5;7.76;131.137;178.778;28.92;31.64;34.62;41.24;40.41;46.9;50.08;58.86;63;680.198;681.999;689.138;731.141;75.96;780.751;810.119;81.658;857.786;868.588;874.698;915.406;920.727;;;;
Myanmar;MMR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0.000152;;0.000289277;0.000426494;0.0240641;0.0243374;0.0652389;0.182048;0.217128;0.22;0.22;0.25;0.98;1.4;1.8;7.4;10.9;16;236.211;29.379;365.405;454.477;565.261;580.112;585.357;;;;
Middle East; North Africa; Afghanistan & Pakistan (excluding high income);MNA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5;8.4;9.7;11.7;13.5;15.5;16.9;18.7;21.3;24.7;27.6;30.8;34.8;37.6;41.5;46.4;50.2;54.1;55.9;58;0
Montenegro;MNE;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;253.501;27.1;28.9;30.8;32.9;35.1;37.5;356.115;568.388;60.31;638.869;681.198;698.816;712.723;715.171;734.767;776.088;822.197;882.219;898.052;888.826;;;
Mongolia;MNG;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.00881;0.0182;0.113;0.146;0.508;125.565;165.324;203.957;;;;;9;9.8;10;10.2;12.5;16.4;17.7;199.424;22.5;222.658;237.143;47.13;51.08;62.5;816.068;821.725;830.162;;;;
Northern Mariana Islands;MNP;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.00304;0.0118;0.0202;0.0563;0.109593;0.160032;0.259613;0.419539;0.679448;0.854357;0.842954;0.91;1.56;2.68;4.17;4.6;5;5.5;6;6.5;7;779.633;10.9;124.793;142.874;163.576;187.913;198.434;;;;
Mauritania;MRT;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.00417;0.0406;0.118;0.192031;0.261449;0.363229;0.424005;0.48147;0.669966;0.979661;143.361;1.87;2.28;4;4.5;5;6.2;11.8;17.6;192.328;210.172;22.967;250.978;274.262;299.707;343.001;373.809;;;;
Mauritius;MUS;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.184;0.476;2.57;4.65;728.154;87.809;102.526;121.871;136.891;151.722;16.7;20.22;21.81;22.51;28.33;34.95;35.42;401.168;448.033;501.393;521.913;554.032;585.962;61.73;677.329;71.6;75.5;79.5;;;;
Malawi;MWI;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.00467;0.0181;0.0873;0.126781;0.164021;0.215095;0.278815;0.347505;0.384489;0.425137;0.965865;0.7;1.07;2.26;3.33;43.506;5.05;5.83;6;6.3;7;879.829;110.586;138.995;174.703;170.457;179.881;;;;
Malaysia;MYS;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.00105;0.0255;0.0996;0.146;0.852;2.31;6.75;12.3;213.847;26.696;323.382;349.712;422.523;486.292;51.638;55.7;55.8;55.9;56.3;61;65.8;570.575;636.654;710.641;787.883;801.405;81.201;841.871;89.555;967.514;973.986;976.927;980.206;;;
North America;NAC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.3;69.3;74.8;74.3;71.9;72.5;71;75.5;72.8;74.4;76.1;86.1;87.8;89.1;89.7;90.5;91.5;92.6;93.3;94.4;95.6;;
Namibia;NAM;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.00617;0.00903;0.0588;0.287;0.336;164.474;241.698;26.337;335.984;380.472;401.005;439.887;483.561;5.329;6.5;11.6;12;129.414;13.9;14.84;256.879;310.333;368.374;42.8;49.8;578.608;60.26;611.485;644.061;;;;
New Caledonia;NCL;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.00518;0.253;0.989;1.94;5.69;139.395;182.371;223.898;264.083;30.298;32.359;335.157;35.05;34.51;33.99;42;50;58;66;70;740.018;;820.058;;;;;;;;;;
Niger;NER;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.00104;0.00201;0.00291;0.0281;0.0362613;0.105185;0.127152;0.155699;0.189934;0.221341;0.294034;0.390391;0.7;0.76;0.83;0.9;1.05;1.15;124.868;247.622;432.276;102.243;;166.119;170.375;17.474;232.982;231.879;;;;
Nigeria;NGA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.00883;0.0172;0.0252;0.041;0.0640808;0.0899014;0.320462;0.558576;128.614;354.916;554.504;6.77;8;9.3;11.5;13.8;16.1;19.1;21;22.5;24.1;25.9;27.7;29.7;318.888;355.098;376.975;392.136;;;;
Nicaragua;NIC;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.0132;0.03;0.0841;0.206;0.304;0.498;0.980216;14.488;171.473;188.041;232.066;256.635;280.557;3.9;5.3;7.3;10;10.6;13.5;15.5;17.6;197.043;245.718;30.4;33.913;378.319;422.037;470.806;491.307;582.314;;;;
Netherlands;NLD;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.334;0.531;1.32;1.97;3.26;6.47;9.65;14.1;22.2;39.2;439.844;493.731;61.29;64.35;68.52;81;83.7;85.82;87.42;89.63;90.72;91.42;92.86;939.564;916.667;917.241;90.411;931.973;918.919;932.886;913.333;92.053;925.197;970.068;;;;
Norway;NOR;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.707;1.41;2.22;2.78;4.15;6.42;18.3;20.4;22.6;40;52;64;72.84;78.13;77.69;81.99;82.55;86.93;90.57;92.08;93.39;93.49;94.65;950.534;963.005;968.103;972.982;963.576;964.917;98;946.076;99;99;99;;;;
Nepal;NPL;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0.000925;0.00451;0.022;0.0644;0.147;0.204652;0.240015;0.312956;0.382811;0.449844;0.826551;114.139;1.41;1.73;1.97;7.93;9;111.493;13.3;15.44;175.816;20.7;24.3;28.6;333.366;388.576;45.293;538.878;557.716;;;;
Nauru;NRU;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;298.716;;;;;;;;;;54;;;;;;623.851;;747.379;816.554;;;;;;;
New Zealand;NZL;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.286;0.631;3.17;4.88;8.04;14.6;31.6;41.5;473.796;53.241;590.808;609.625;618.476;627.202;69;69.76;72.03;79.7;80.46;81.23;816.445;82.78;84;85.2;86.5;87.7;89;898.637;952.342;961.151;961.942;961.638;;;;
OECD members;OED;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oman;OMN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;0.44;0.863;2.52;352.042;589.384;68.734;725.574;675.885;668.358;829.972;16.68;20;26.8;358.278;48;60;66.45;70.22;73.53;768.454;801.856;85.5;902.594;952.323;952.388;952.453;952.517;952.517;;;
Other small states;OSS;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pakistan;PAK;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.000123;0.00299;0.0275;0.0439;0.0554;;131.855;257.743;504.116;616.432;633.233;6.5;6.8;7;7.5;8;8;8.1;9;10;11;123.854;13.78;15.34;170.709;189.348;214.107;242.103;273.759;;;;
Panama;PAN;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.00764;0.0561;0.22;0.539;2.75;3.84;65.548;72.684;851.808;998.742;111.409;11.484;173.496;22.29;33.82;39.08;40.1;42.7;403.019;44.03;449.238;512.054;54;599.506;618.055;636.284;700.097;77.031;777.041;685.485;;;;
Peru;PER;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.0085;0.0334;0.246;0.403;1.19;1.95;307.643;757.876;896.695;11.6;14.1;17.1;20.7;25.2;30.57;31.4;34.77;36.01;38.2;39.2;402.447;408.526;454.617;504.504;550.543;599.505;652.518;711.078;74.675;794.848;819.571;;;
Philippines;PHL;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.00584;0.0286;0.0559;0.137;1.1;1.43;198.225;252.401;433.228;485.767;524.363;539.764;574.059;5.97;6.22;9;25;29;30.8;32.7;34.7;36.9;39.2;41.6;44.1;430.266;537.649;669.078;752.111;837.661;;;;
Palau;PLW;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;202.439;216.015;269.703;;;;;;;;;;;;;;;;;;;;;;;
Papua New Guinea;PNG;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.00207;0.101;0.235;0.667;0.835249;0.904104;132.166;13.744;150.791;171.619;175.449;179.056;1.15;1.61;1.28;2;3.5;5.1;6.5;7.9;960.154;112.092;;199.783;243.969;232.437;237.315;240.667;;;;
Poland;POL;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.00523;0.0521;0.13;0.389;0.648;1.3;2.07;4.1;5.46;728.543;990.067;21.15;24.87;32.53;38.81;44.58;48.6;53.13;58.97;62.32;61.95;62.31;628.492;665.987;67.997;733.007;759.854;775.417;804.359;831.849;853.749;869.411;864.147;88.585;;;
Pre-demographic dividend;PRE;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Puerto Rico (US);PRI;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0.0273;0.135;0.268;1.33;2.65;5.27;104.746;15.63;175.476;19.707;221.307;234.001;254.424;27.86;38;41.5;45.3;48;69;69;761.339;634.663;686.438;687.408;708.564;777.364;;847.867;872.918;;;;;
Korea; Dem. People's Rep.;PRK;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
Portugal;PRT;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.1;0.25;0.45;0.719;1.49;2.98;4.95;9.87;14.7;164.305;180.871;19.37;29.67;31.78;34.99;38.01;42.09;44.13;48.27;53.3;55.25;60.34;620.956;645.924;686.329;704.236;737.912;74.661;753.464;782.617;82.309;844.969;857.901;88.487;;;
Paraguay;PRY;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.0204;0.0996;0.195;0.382;0.747631;109.879;179.497;211.194;345.244;790.701;796.207;11.21;14.27;18.9;19.8;247.635;29.34;36.9;430.074;497.163;534.041;610.758;649.935;685.176;739.575;770.184;762.592;780.948;815.781;;;
West Bank and Gaza;PSE;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;111.131;183.685;310.009;413.062;44.009;16.005;18.41;21.176;24.358;32.23;37.4;41.08;43.4;46.6;536.652;56.7;59.9;63.3;64.4;706.226;76.01;821.783;886.469;866.377;;;;
Pacific island small states;PSS;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Post-demographic dividend;PST;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
French Polynesia;PYF;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.091;0.214;1.32;3.45;635.706;625.159;820.022;141.243;178.845;215.422;25.108;28.59;33.87;44.6;49;49;528.766;56.8;60.68;645.602;684.404;727.039;;;;;;;;;;
Qatar;QAT;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0.19;0.93;3.08;3.52;4.07;486.368;617.027;102.261;192.423;207.016;247.335;289.741;37;44.3;53.1;69;69;69.3;85.3;91.49;928.848;951.247;973.888;996.528;996.528;996.528;996.528;996.528;996.528;;;;
Romania;ROU;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0.0037;0.0263;0.075;0.222;0.445;2.24;2.7;361.372;453.867;6.58;8.9;15;21.5;24.66;28.3;32.42;36.6;39.93;40.01;45.88;497.645;540.783;557.632;59.504;637.473;706.813;736.575;784.553;835.904;855.031;892.034;912.905;;;
Russian Federation;RUS;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.000673;0.0134;0.0538;0.148;0.27;0.473;0.813;1.02;197.723;294.437;412.827;829.886;128.594;152.267;180.233;24.66;32;42.55;49;58;66;67.97;705.176;700.992;730.914;760.081;808.647;826.422;849.947;882.138;90.418;92.245;94.365;;;
Rwanda;RWA;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0.000883;0.00163;0.0118;0.0672;0.0628315;0.240672;0.292785;0.356918;0.430854;0.556041;;211.539;4.5;7.7;8;7;802.385;9;10.6;12.5;14.6;17.2;19.2;21.358;23.8;244.416;312.252;342.005;;;;
South Asia;SAS;Individuals using the Internet (% of population);IT.NET.USER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1;2.6;3.7;4.1;4.9;7.1;9.4;10.4;11.7;13;14.7;16.7;18.8;20.9;29.7;42.5;48;54.2;58.3;62.8;67.8;;
